award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2022,CDB2022-060,Water Supply Expansion and Sewerage Improvement Project,Transportation,Grenada,Consultancy,"Grenada - Roberts Caribbean Limited USD 59,200",Grenada,- Roberts Caribbean Limited,USD,59200.0,59200.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=5,CDB
2022,CDB2022-061,Road and Bridge Rehabilitation-Loubiere to Bagatelle Road and Road Network and Road Safety Assessment - Post Tropical Storm Erika,,Dominica,Consultancy,"St. Lucia - Amarna Consult Limited XCD 569,105",St. Lucia,- Amarna Consult Limited,XCD,569105.0,210779.63,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-062,Technical Assistance - British Virgin Island Climate Resilient Energy Infrastructure Project Preparation,Climate,British Virgin Islands,Consultancy,"USA - Rocky Mountain Institute USD 250,000",,USA - Rocky Mountain Institute,USD,250000.0,250000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-063,Reconciliation and Rehabilitation Grant - Barbuda Energy Resilience Project,Climate,Antigua and Barbuda,Consultancy,"Antigua - Engineering Plus Limited USD 112,720",,Antigua - Engineering Plus Limited,USD,112720.0,112720.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-064,Reconciliation and Rehabilitation Grant - Barbuda Energy Resilience Project,Climate,Antigua and Barbuda,Consultancy,"Canada - CBCL Limited USD 700,317",Canada,- CBCL Limited,USD,700317.0,700317.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-065,Road Infrastructure Rehabilitation,Transportation,Antigua and Barbuda,Consultancy,"Bahamas - Caribbean Civil Group Limited USD 241,000",,Bahamas - Caribbean Civil Group Limited,USD,241000.0,241000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-066,Technical and Vocational Education and Training Development,,Saint Vincent and the Grenadines,Goods,"United Kingdom - Sotex International Ltd. USD 521,974.32",United Kingdom,- Sotex International Ltd.,USD,521974.32,521974.32,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-067,Youth Empowerment Project,Youth,Saint Lucia,Consultancy,"St. Lucia - Cuthbert Henry XCD 21,120",St. Lucia,- Cuthbert Henry,XCD,21120.0,7822.22,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-068,Youth Empowerment Project,Youth,Saint Lucia,Consultancy,"St. Lucia - Glen Guiste XCD 5,500",St. Lucia,- Glen Guiste,XCD,5500.0,2037.04,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-069,Youth Empowerment Project,Youth,Saint Lucia,Consultancy,"St. Lucia - Roxanne Iva Snyder XCD 5,500",St. Lucia,- Roxanne Iva Snyder,XCD,5500.0,2037.04,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-070,Youth Empowerment Project,Youth,Saint Lucia,Consultancy,"St. Lucia - Melissa Stephanie John XCD 5,500",St. Lucia,- Melissa Stephanie John,XCD,5500.0,2037.04,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=6,CDB
2022,CDB2022-071,Vieux Fort Water Supply Development,,Saint Lucia,Consultancy,"Germany - CES Consulting Engineers GmbH USD 385,057.50",Germany,- CES Consulting Engineers GmbH,USD,385057.5,385057.5,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-072,Vieux Fort Water Supply Development,,Saint Lucia,Works,"France - Vinci Construction Grands Projets SAS USD 6,895,049",France,- Vinci Construction Grands Projets SAS,USD,6895049.0,6895049.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-073,Millennium Highway and West Coast Road Reconstruction Project,,Saint Lucia,Consultancy,"Canada - Golota Isaac Lamah USD 128,000",Canada,- Golota Isaac Lamah,USD,128000.0,128000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-074,Millennium Highway and West Coast Road Reconstruction Project,,Saint Lucia,Works,"Barbados - C.O. Williams Construction Co. XCD 4,461,475.12",Barbados,- C.O. Williams Construction Co.,XCD,4461475.12,1652398.19,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-075,Millennium Highway and West Coast Road Reconstruction Project,,Saint Lucia,Consultancy,"United Kingdom - Prozarau Siarhei USD 8,150",United Kingdom,- Prozarau Siarhei,USD,8150.0,8150.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-076,Skills Development and Employability Project,,Guyana,Works,"Guyana - S&amp;K Construction and Consultancy Services USD 816,021.60",Guyana,- S&amp;K Construction and Consultancy Services,USD,816021.6,816021.6,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-077,Skills Development and Employability Project,,Guyana,Works,"Guyana - Kallco Guyana Inc GYD 186,478,810.00",Guyana,- Kallco Guyana Inc,GYD,186478810.0,894382.78,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-078,Skills Development and Employability Project,,Guyana,Works,"Guyana - M &amp; P Investment Guyana Inc. -JV USD 1,567,340.21",Guyana,- M &amp; P Investment Guyana Inc. -JV,USD,1567340.21,1567340.21,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-079,Sea and River Resilience Project,,Guyana,Consultancy,"St. Lucia - DLN Consultants USD 1,470,000",St. Lucia,- DLN Consultants,USD,1470000.0,1470000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-080,Integrated Solid Waste Management Project,,Grenada,Works,"Grenada - Inversiones 7000 A.C. and Construction 7000 Grenada Inc. XCD 3,483,080.13",Grenada,- Inversiones 7000 A.C. and Construction 7000 Grenada Inc.,XCD,3483080.13,1290029.68,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=7,CDB
2022,CDB2022-081,Natural Disaster Management - Extreme Rainfall Event,,Grenada,Consultancy,"St. Lucia - FDL Consult XCD 324,600",St. Lucia,- FDL Consult,XCD,324600.0,120222.22,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-082,Natural Disaster Management - Extreme Rainfall Event,,Grenada,Consultancy,"St. Lucia - Amarna Consult XCD 412,700",St. Lucia,- Amarna Consult,XCD,412700.0,152851.85,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-083,Second Road Safety Project,Transportation,Belize,Consultancy,"Belize - Ignite Limited BZD 350,150.00",Belize,- Ignite Limited,BZD,350150.0,175075.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%20Ignite%20Ltd.%20Revised%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-084,Second Road Safety Project,Transportation,Belize,Goods,"Belize - G S Com BZD 13,162.50",Belize,- G S Com,BZD,13162.5,6581.25,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-085,Second Road Safety Project,Transportation,Belize,Goods,"Belize - The Angelus Press Ltd BZD 2,727",Belize,- The Angelus Press Ltd,BZD,2727.0,1363.5,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-086,Second Road Safety Project,Transportation,Belize,Goods,"Belize - The Angelus Press Ltd BZD 16,265",Belize,- The Angelus Press Ltd,BZD,16265.0,8132.5,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-087,Second Road Safety Project,Transportation,Belize,Goods,"Belize - Fultec Systems Ltd BZD 17,442.30",Belize,- Fultec Systems Ltd,BZD,17442.3,8721.15,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-088,Second Road Safety Project,Transportation,Belize,Goods,"Belize - Juan Coye BZD 13,836",Belize,- Juan Coye,BZD,13836.0,6918.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-089,Philip Goldson Highway and Remate Bypass Upgrading Project,Transportation,Belize,Consultancy,"Canada - Christine Scott International Consulting Inc. USD 150,362",Canada,- Christine Scott International Consulting Inc.,USD,150362.0,150362.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-090,Philip Goldson Highway and Remate Bypass Upgrading Project,Transportation,Belize,Consultancy,"Montserrat - Aldean Williams USD 205,890",,Montserrat - Aldean Williams,USD,205890.0,205890.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=8,CDB
2022,CDB2022-091,Belize Social Investment Fund III,Private Sector Development,Belize,Works,"Belize - Humana People to People Belize BZD 200,000",Belize,- Humana People to People Belize,BZD,200000.0,100000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-092,Belize Social Investment Fund III,Private Sector Development,Belize,Works,"Belize - Triple E Construction BZD 1,399,989.64",Belize,- Triple E Construction,BZD,1399989.64,699994.82,https://www.caribank.org/sites/default/files/publication-resources/211102_BZE_BSIF3_Caye%20Caulker%20Health%20Center_W_Construction_CAI%209%20%28Final%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-093,Belize Social Investment Fund III,Private Sector Development,Belize,Goods,"Belize - GS-COM BZD 29,555.99",Belize,- GS-COM,BZD,29555.99,14778.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%20-%20FOR%20SUPPY%20AND%20DELIVERY%20IT%20EQUIPMENT%20FOR%20MARIA%20CRAWFORD%20HEALTH%20CENTER%20-CROOKED%20TREE%20VILLAGE%20-BELIZE%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-094,Belize Social Investment Fund III,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD 251,887.50 (Inclusive of taxes)",Belize,- Anthony Thurton and Associates Ltd. (Inclusive of taxes),BZD,251887.5,125943.75,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20Corazon%20Technical%20High%20School.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-095,Belize Education Sector Reform Programme II,Education,Belize,Consultancy,"St. Lucia - Marcus Edward USD 67,000",St. Lucia,- Marcus Edward,USD,67000.0,67000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-096,Sixth Power Project - Electricity System Upgrade and Expansion,Climate,Belize,Works,"USA - S and C Electric Company USD 398,151",,USA - S and C Electric Company,USD,398151.0,398151.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-097,Second Road Infrastructure Rehabilitation Project,Transportation,Antigua and Barbuda,Consultancy,"Italy - Fred Engineering S.r.l. USD 259,500",Italy,- Fred Engineering S.r.l.,USD,259500.0,259500.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-098,Second Road Infrastructure Rehabilitation Project,Transportation,Antigua and Barbuda,Consultancy,"Antigua - Anne Harewood-George USD 97,200",,Antigua - Anne Harewood-George,USD,97200.0,97200.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-099,Second Road Infrastructure Rehabilitation Project,Transportation,Antigua and Barbuda,Consultancy,"St. Lucia - Dennis Cudjoe USD 259,500",St. Lucia,- Dennis Cudjoe,USD,259500.0,259500.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-100,Rehabilitation and Reconstruction Support (Hurricane Irma),Climate,Antigua and Barbuda,Consultancy,"Guyana- Andrew Jeffrey USD 134,775",Guyana,- Andrew Jeffrey,USD,134775.0,134775.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=9,CDB
2022,CDB2022-101,Kingstown Port Modernisation Project: Lot 1- Primary Cargo Port Design and Build Contract,Tourism,Saint Vincent and the Grenadines,Works,"Canada - Aecon Construction Group Inc. USD155, 303, 809. 73 &amp; EUR12, 306, 636.14",Canada,"- Aecon Construction Group Inc. &amp; EUR12,306,636.14",USD,155303809.73,155303809.73,https://www.caribank.org/sites/default/files/publication-resources/220405_SVG_Kingstown%20Port%20Modernisation%20Project_W_Design%20%20Build%20Contractor_1.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-102,Kingstown Port Modernisation Project: Lot 1 - Primary Cargo Port Design Review and Construction Supervision,Tourism,Saint Vincent and the Grenadines,Consultancy,"Germany - Sellhorn Ingenieurgesellschaft mbH EUR3, 884, 905",Germany,- Sellhorn Ingenieurgesellschaft mbH,EUR,3884905.0,4082896.02,https://www.caribank.org/sites/default/files/publication-resources/220405_SVG_Kingstown%20Port%20Modernisation%20Project_CS_Supervision%20Consultants_2.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-103,"Development of a Regional Monitoring, Reporting and Verification System (MRVS) for Four Countries",,Regional,Consultancy,"Canada - Le Groupe-conseil Baastel Itee (Baastel) USD178,576",Canada,- Le Groupe-conseil Baastel Itee (Baastel),USD,178576.0,178576.0,https://www.caribank.org/sites/default/files/publication-resources/220503_REG_CGF_Framework%20for%20climate%20finance%20MRV_CS_MRV_Baastel_CAI_Final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-104,Climate Finance Mapping and Country Needs Assessment Across Four Countries,,Regional,Consultancy,"Belize - Caribbean Community Climate Change Centre USD391,602",Belize,- Caribbean Community Climate Change Centre,USD,391602.0,391602.0,https://www.caribank.org/sites/default/files/publication-resources/220503_REG_CGF_Framework%20for%20climate%20finance%20MRV_CS_Mapping_Five%20Cs_CAI_Final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-105,Third Water (South Ambergris Caye Water and Sewerage Expansion) Project - Improving Communications and Stakeholder Engagement,Water Resource Management,Belize,Consultancy,"Trinidad - UWI – Arthur Lok Jack Global School of Business USD95,324.00",,Trinidad - UWI – Arthur Lok Jack Global School of Business,USD,95324.0,95324.0,https://www.caribank.org/sites/default/files/publication-resources/BZE_Third%20Water_CS_Communications%20Policy_CAI_final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-106,"Loan No.10/Or-DMI- Rehabilitation and Reconstruction Loan: Hurricane Maria, Commonwealth of Dominica. Sugarloaf Flood Mitigation Wall",Climate,Dominica,Works,"Dominica - Dee’s Construction XCD822,631.80",Dominica,- Dee’s Construction,XCD,822631.8,304678.44,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20-%20SL%20Mitigation%20Flood%20Wall.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-107,PADU PENSTOCK Rehabilitation Project - LOAN NO.10/OR-DMI- Rehabilitation and Reconstruction Loan – Hurricane Maria,Climate,Dominica,Works,"Dominica - Regional Contractors Inc. XCD654,312.74",Dominica,- Regional Contractors Inc.,XCD,654312.74,242338.05,https://www.caribank.org/sites/default/files/publication-resources/220331_DOM_RRL_W_Padu%20Penstock%20Replace%20Pipeline.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-108,"Loan No.10/Or-DMI- Rehabilitation and Reconstruction Loan: Hurricane Maria, Commonwealth of Dominica. Rehabilitation of Ravine Fond Pipeline Bridge Support System",Climate,Dominica,Works,"Dominica - Regional Contractors Inc. XCD1,117,800.00",Dominica,- Regional Contractors Inc.,XCD,1117800.0,414000.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20-%20Ravine%20Fond.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-109,Readiness Support for Strengthening the National Designated Authority through Green Climate Fund Readiness and Preparatory Support Programme,Climate,Suriname,Consultancy,"Germany - Frankfurt School of Finance and Management GmbH USD183,988",Germany,- Frankfurt School of Finance and Management GmbH,USD,183988.0,183988.0,https://www.caribank.org/sites/default/files/publication-resources/220323_SUR_GCF_Implementation%20Readiness_CS_Implementation%20Activities.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-110,Montserrat Port Development Project - Design and Construction of Physical Infrastructure,Infrastructure,Montserrat,Works,"Tortola, British Virgin Islands - Meridian Construction Company Ltd. XCD90,188,920",,"Tortola, British Virgin Islands - Meridian Construction Company Ltd.",XCD,90188920.0,33403303.7,https://www.caribank.org/sites/default/files/publication-resources/220222_MON_Port%20Development_W_Design%20%20Construct%20Infrastructure_CAI.doc,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=10,CDB
2022,CDB2022-111,Technical Assistance Support for Training in Geospatial Mapping for Rural Haiti,,United Kingdom,Consultancy,"United Kingdom - Village Infrastructure Angels Ltd. USD515,223",United Kingdom,- Village Infrastructure Angels Ltd.,USD,515223.0,515223.0,https://www.caribank.org/sites/default/files/publication-resources/220216_HAI_GIS%20Mapping_CS_Training.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-112,Third Water (South Ambergris Caye Water and Sewerage Expansion) Project – Developing a Gender Policy and Operational Strategy for Human Resource Management,Water Resource Management,Belize,Consultancy,"Trinidad - Shidaa Sustainable Development Solutions Limited USD80,786.50",,Trinidad - Shidaa Sustainable Development Solutions Limited,USD,80786.5,80786.5,https://www.caribank.org/sites/default/files/publication-resources/220317_BZE%20Contract%20Award_Gender%20Policy_v2_Final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-113,Power Project Suriname-Electricity System Upgrade and Expansion Project,Infrastructure,Suriname,Goods,"India - Joint Venture of Transrail Lighting Limited, India (TLL) and Universal Cables Ltd., (UNISTAR) USD9,018,982.29",India,"- Joint Venture of Transrail Lighting Limited, India (TLL) and Universal Cables Ltd., (UNISTAR)",USD,9018982.29,9018982.29,https://www.caribank.org/sites/default/files/publication-resources/220309_SUR_Electricity%20System%20Upgrade_G_Lot%203%20Cables_CAI.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-114,Vieux Fort Water Supply Redevelopment Project,Infrastructure,Saint Lucia,Goods,"Trinidad and Tobago - ROSE Environmental Ltd. USD51,490",Trinidad and Tobago,- ROSE Environmental Ltd.,USD,51490.0,51490.0,https://www.caribank.org/sites/default/files/publication-resources/220307_SLU_VFWSRP_G_Hydrometric%20Equipment.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-115,Seventh Power Project – Belize Caye Caulker Submarine Cable,Infrastructure,Belize,Goods,"USA - APS Power Solutions LLC USD371,980",,USA - APS Power Solutions LLC,USD,371980.0,371980.0,https://www.caribank.org/sites/default/files/publication-resources/220301%20BEL%20Seventh%20Power%20Project%20Contract%20Award%20Notice%20for%20two-%282%29%2034.5kV%20Switchgears%20-%20APS%20Power%20Solutions%20LLC.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-116,Basic Needs Trust Funds Ninth Programme (BNTF 9),Infrastructure,Belize,Works,"Belize - Joehann Construction &amp; Engineering Ltd. BZD869,785.02",Belize,- Joehann Construction &amp; Engineering Ltd.,BZD,869785.02,434892.51,https://www.caribank.org/sites/default/files/publication-resources/220217_BZE_BNTF9_W_Completion%20of%20San%20Isidro%20Government%20Primary%20School_CAI.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-117,"Canouan Airport Runway Rehabilitation - Climate Risk and Vulnerability Assessment, Feasibility Studies and Designs",Climate,Saint Vincent and the Grenadines,Consultancy,"Germany - Kocks Consult GmbH USD616,773.60",Germany,- Kocks Consult GmbH,USD,616773.6,616773.6,https://www.caribank.org/sites/default/files/publication-resources/220127_SVG_Loan%20No.%2066_SFR-STV%20-%20Canouan%20Airport%20Runway%20Rehab_CS_Climate%20Risk%20Assessment_CAI_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-118,Electricity System Upgrade and Expansion Project - Lot Substations Contract - CDB-930-012,Infrastructure,Suriname,Works,"Suriname - Kalpataru Power Transmission Ltd. USD49,967,002.40",Suriname,- Kalpataru Power Transmission Ltd.,USD,49967002.4,49967002.4,https://www.caribank.org/sites/default/files/publication-resources/220211_SUR_Electricity%20System%20Upgrade_Kalpataturu_G_Substations.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2022,CDB2022-119,"DESIGN, SUPPLY, AND INSTALLATION OF A SOLAR GRID-TIE ELECTRICAL SYSTEM FOR THE CRIQUE JUTE VILLAGE WATER SUPPLY SYSTEM, TOLEDO DISTRICT, BELIZE",Infrastructure,Belize,Works,"Belize - Solar Energy Solutions Belize Ltd. BZD $110,349.05",Belize,- Solar Energy Solutions Belize Ltd.,BZD,110349.05,55174.53,https://www.caribank.org/sites/default/files/publication-resources/220114_BZE_BNTF9_Crique%20Jute_W_Solar%20Grid-tie%20Electrical%20System_CAI.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=11,CDB
2023,CDB2023-001,Rehabilitation and Reconstruction Loan- Hurricane Irma Project,Climate,British Virgin Islands,Works,"Autland Heavy Equipment Company Ltd. - British Virgin Islands USD3,959,690.15",,Autland Heavy Equipment Company Ltd. - British Virgin Islands,USD,3959690.15,3959690.15,https://www.caribank.org/sites/default/files/publication-resources/CAS_EHRLC_Contract%20Award%20Information.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-002,Bahamas Technical and Vocational Institute Enhancement Project,,The Bahamas,Works,"Bahamas- Patrick McDonald Construction Company Ltd. BSD 1,656,572.52",,Bahamas- Patrick McDonald Construction Company Ltd.,BSD,1656572.52,1656572.52,https://www.caribank.org/sites/default/files/publication-resources/BTVI-EP%20Freeport%20Construction%20Works_Contract%20Award%20Information_2023_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-003,Institutional Capacity Building Within the National Utilities Regulatory Commission,Institutions,Saint Lucia,Consultancy,"Trinidad &amp; Tobago - Odyssey Consultinc Limited USD $ 15,210.00 (exclusive of taxes)",,Trinidad &amp; Tobago - Odyssey Consultinc Limited (exclusive of taxes),USD,15210.0,15210.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%281%29%20090823%20final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-004,Basic Needs Trust Find Tenth Cycle,,Grenada,Consultancy,"St. Lucia - FDL Consult Inc. EC$630,085.00 (vat inclusive)",St. Lucia,- FDL Consult Inc. (vat inclusive),EC$,630085.0,233364.81,https://www.caribank.org/sites/default/files/publication-resources/230608_GRN_CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29%20-%20EHRD_final_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-005,School Improvement Project,Education,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Gibson Construction Ltd XCD $454,025.65",St. Vincent and the Grenadines,- Gibson Construction Ltd,XCD,454025.65,168157.65,https://www.caribank.org/sites/default/files/publication-resources/230525_CAI%20%28WORKS%29%20St.Vincent%20Grammar%20School%20Lot%201.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-006,School Improvement Project,Education,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Gibson Construction Ltd XCD $145,135.00",St. Vincent and the Grenadines,- Gibson Construction Ltd,XCD,145135.0,53753.7,https://www.caribank.org/sites/default/files/publication-resources/230525_CAI%20%28WORKS%29%20St.Vincent%20Grammar%20School%20Lot%202.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-007,School Improvement Project,Education,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Bally and Bally Investment Ltd XCD $538,756.00 (Inclusive of taxes)",St. Vincent and the Grenadines,- Bally and Bally Investment Ltd (Inclusive of taxes),XCD,538756.0,199539.26,https://www.caribank.org/sites/default/files/publication-resources/230525_CAI%20%28WORKS%29%20St.Vincent%20Grammar%20School%20Lot%203%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
