project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P172592,Belize,2023,World Bank,MDB-financed,IBRD93470,"Agricultural Extension, Research, and Other Support Activities; Public Administration - Agriculture, Fishing & Forestry",consulting,58899.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00234892,Contract Award,2023/03/20,CS03,Climate Resilient and Sustainable Agriculture Project
P149522,Belize,2023,World Bank,MDB-financed,TFA2887,Energy Transmission and Distribution; Public Administration - Energy and Extractives,works,350000.0,6.0,P&L CONSTRUCTION CO/ DAVID PENNER,,,,,Direct Selection,,,,1.0,OP00215546,Contract Award,,BZ-BEL-258369-CW-DIR,Belize Energy Resilience for Climate Adaptation (GEF/SCCF)
P149522,Belize,2023,World Bank,MDB-financed,TFA2888,Energy Transmission and Distribution; Public Administration - Energy and Extractives,goods,100000.0,2.0,CARIBBEAN MOTORS,,,,,Request for Quotations,,,,1.0,OP00215557,Contract Award,,BZ-BEL-299541-GO-RFQ,Belize Energy Resilience for Climate Adaptation (GEF/SCCF)
P172592,Belize,2023,World Bank,MDB-financed,IBRD93470,"Agricultural Extension, Research, and Other Support Activities; Public Administration - Agriculture, Fishing & Forestry",consulting,107090.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00211850,Contract Award,,CS05,Climate Resilient and Sustainable Agriculture Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5223.0,,GABY VICTORIA MALDONADO ESCOBAR,,,,,Individual Consultant Selection,,,,1.0,OP00265995,Contract Award,2023/07/05,BO-EMPODERAR-367088-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00266001,Contract Award,2023/06/07,BO-EMPODERAR-356773-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,DEYSI ANCE CRUZ,,,,,Individual Consultant Selection,,,,1.0,OP00265980,Contract Award,2023/10/19,BO-EMPODERAR-368756-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,3789.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265962,Contract Award,2023/11/30,BO-EMPODERAR-388726-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,ALEJANDRO FELIPE VEIZAGA MERIDA,,,,,Individual Consultant Selection,,,,1.0,OP00265974,Contract Award,2023/09/21,BO-EMPODERAR-368785-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,SERGIO JANCO VARGAS,,,,,Individual Consultant Selection,,,,1.0,OP00265996,Contract Award,2023/09/13,BO-EMPODERAR-368767-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,MAIRA VIVIANA CASTRO FERNANDEZ,,,,,Individual Consultant Selection,,,,1.0,OP00265928,Contract Award,2023/09/13,BO-EMPODERAR-368799-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7560.0,,JUSTINO QUISPE COPA,,,,,Individual Consultant Selection,,,,1.0,OP00265967,Contract Award,2023/08/22,BO-EMPODERAR-368739-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,TEOFILO SERRUDO DIAZ,,,,,Individual Consultant Selection,,,,1.0,OP00265985,Contract Award,2023/09/13,BO-EMPODERAR-368771-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7560.0,,SILVESTRE CASAS PACO,,,,,Individual Consultant Selection,,,,1.0,OP00265975,Contract Award,2023/09/20,BO-EMPODERAR-368737-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265979,Contract Award,2023/07/21,BO-EMPODERAR-356767-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,JUAN CARLOS RAMOS LISARAZU,,,,,Individual Consultant Selection,,,,1.0,OP00265927,Contract Award,2023/09/13,BO-EMPODERAR-368758-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,HUGO ARCIENEGA PEREZ,,,,,Individual Consultant Selection,,,,1.0,OP00265977,Contract Award,2023/09/15,BO-EMPODERAR-368760-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,9471.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265983,Contract Award,2023/08/28,BO-EMPODERAR-374632-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,12471.0,,RICHARD SILVER MENDIETA CARDENAS,,,,,Individual Consultant Selection,,,,1.0,OP00265998,Contract Award,2023/10/02,BO-EMPODERAR-369772-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265950,Contract Award,2023/04/03,BO-EMPODERAR-349805-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,CARLOS YVAR DONOSO RUEDA,,,,,Individual Consultant Selection,,,,1.0,OP00265966,Contract Award,,BO-EMPODERAR-368751-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,2.0,JUAN CARLOS RAMOS LISARAZU,,,,,Individual Consultant Selection,,,,1.0,OP00265956,Contract Award,2023/10/30,BO-EMPODERAR-368800-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5223.0,,ALEYDA CLAUDIA ORTUO GUARACHI,,,,,Individual Consultant Selection,,,,1.0,OP00265976,Contract Award,2023/09/19,BO-EMPODERAR-367092-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,6333.0,,EFRAIN COAQUIRA CHOQUE,,,,,Individual Consultant Selection,,,,1.0,OP00265964,Contract Award,2023/09/20,BO-EMPODERAR-374570-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,MARIA ISABEL OBLITAS ROSELIO,,,,,Individual Consultant Selection,,,,1.0,OP00265926,Contract Award,2023/09/21,BO-EMPODERAR-368784-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5683.0,,SHAM HEBERT RIOS MENDOZA,,,,,Individual Consultant Selection,,,,1.0,OP00265938,Contract Award,2023/12/07,BO-EMPODERAR-385101-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5683.0,,PATRICIA OLIVIA QUIROZ PEDRAZAS,,,,,Individual Consultant Selection,,,,1.0,OP00265945,Contract Award,2023/12/07,BO-EMPODERAR-385099-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,ROLANDO VILLARROEL SEJAS,,,,,Individual Consultant Selection,,,,1.0,OP00265954,Contract Award,2023/09/19,BO-EMPODERAR-368747-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,9061.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265795,Contract Award,2023/04/03,BO-EMPODERAR-349758-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265801,Contract Award,2023/04/03,BO-EMPODERAR-349730-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17050.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265796,Contract Award,2023/04/03,BO-EMPODERAR-354357-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265802,Contract Award,2023/04/03,BO-EMPODERAR-349729-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265804,Contract Award,2023/04/03,BO-EMPODERAR-349765-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P164453,Bolivia,2023,World Bank,MDB-financed,IBRD88680,Public Administration - Health; Health; Health Facilities and Construction,consulting,37784.26,,ERNST & YOUNG,,,,,Direct Selection,,,,1.0,OP00265630,Contract Award,2023/10/30,BM-REDES-CP-003/2023,Health Service Delivery Network Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,HEYDI ANGELA VALDA ANGULO,,,,,Individual Consultant Selection,,,,1.0,OP00265619,Contract Award,2023/10/19,BO-EMPODERAR-368772-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,NOEL ALDO ALTAMIRANO AZURDUY,,,,,Individual Consultant Selection,,,,1.0,OP00265653,Contract Award,2023/10/02,BO-EMPODERAR-368749-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00265671,Contract Award,2023/04/03,BO-EMPODERAR-350029-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,3780.0,,GENARO VARA AGUIRRE,,,,,Individual Consultant Selection,,,,1.0,OP00265635,Contract Award,2023/11/10,BO-EMPODERAR-385102-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,3481.0,,RAUL URQUIETA PAZ,,,,,Individual Consultant Selection,,,,1.0,OP00265411,Contract Award,2023/10/23,BO-EMPODERAR-378752-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7577.0,2.0,MACARIO ESCOBAR MOREIRA,,,,,Individual Consultant Selection,,,,1.0,OP00265460,Contract Award,2023/10/30,BO-EMPODERAR-375094-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,15375.0,,CORNELIO MARCOS PONCE QUISPE,,,,,Individual Consultant Selection,,,,1.0,OP00265439,Contract Award,2023/10/02,BO-EMPODERAR-368788-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,6333.0,,NELSON FABIAN ESCALANTE SOLIZ,,,,,Individual Consultant Selection,,,,1.0,OP00265481,Contract Award,2023/09/28,BO-EMPODERAR-374569-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,2.0,RUBEN BELTRAN BELEN,,,,,Individual Consultant Selection,,,,1.0,OP00265458,Contract Award,2023/10/24,BO-EMPODERAR-368783-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,MARIO MENDOZA POLARES,,,,,Individual Consultant Selection,,,,1.0,OP00265478,Contract Award,2023/10/02,BO-EMPODERAR-368780-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,ORLANDO REYES LLANQUE,,,,,Individual Consultant Selection,,,,1.0,OP00265479,Contract Award,2023/09/13,BO-EMPODERAR-368787-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,6333.0,,WILFREDO VIDAL MILAN,,,,,Individual Consultant Selection,,,,1.0,OP00265433,Contract Award,2023/10/04,BO-EMPODERAR-374566-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,NOEL ALDO ALTAMIRANO AZURDUY,,,,,Individual Consultant Selection,,,,1.0,OP00265435,Contract Award,2023/10/02,BO-EMPODERAR-368768-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,RICHARD SILVER MENDIETA CARDENAS,,,,,Individual Consultant Selection,,,,1.0,OP00265480,Contract Award,2023/10/20,BO-EMPODERAR-368796-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,6333.0,,ALFREDO GABRIEL PEREZ SORIAGALBARRO,,,,,Individual Consultant Selection,,,,1.0,OP00265274,Contract Award,2023/11/16,BO-EMPODERAR-374371-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,2.0,ERGAR ZARATE CABA,,,,,Individual Consultant Selection,,,,1.0,OP00265253,Contract Award,2023/10/26,BO-EMPODERAR-368775-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,JHONNY MEDRANO DURAN,,,,,Individual Consultant Selection,,,,1.0,OP00265272,Contract Award,2023/08/21,BO-EMPODERAR-368770-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,12470.0,,WILLY AGUIRRE BAZAN,,,,,Individual Consultant Selection,,,,1.0,OP00265257,Contract Award,2023/10/23,BO-EMPODERAR-368606-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5223.0,,MARIBEL SORIA CAHUAYA,,,,,Individual Consultant Selection,,,,1.0,OP00265264,Contract Award,2023/10/26,BO-EMPODERAR-367089-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,9472.0,,GLENDA LIZ GARATE CARRASCO,,,,,Individual Consultant Selection,,,,1.0,OP00265240,Contract Award,2023/10/30,BO-EMPODERAR-374370-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,2.0,JAIME MARIO CALLE HONORIO,,,,,Individual Consultant Selection,,,,1.0,OP00265067,Contract Award,2023/10/24,BO-EMPODERAR-368769-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,RUBEN BELTRAN BELEN,,,,,Individual Consultant Selection,,,,1.0,OP00264988,Contract Award,2023/10/23,BO-EMPODERAR-368732-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,EDTRIC LEO HUANCA SEA,,,,,Individual Consultant Selection,,,,1.0,OP00264977,Contract Award,2023/10/19,BO-EMPODERAR-368750-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,JUAN CARLOS RAMOS LISARAZU,,,,,Individual Consultant Selection,,,,1.0,OP00264779,Contract Award,2023/09/18,BO-EMPODERAR-368791-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,NOELIA FAVIANA BURGOS TEJERINA,,,,,Individual Consultant Selection,,,,1.0,OP00264728,Contract Award,2023/09/13,BO-EMPODERAR-368774-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,GONZALO HUMBERTO LLANOS RODO,,,,,Individual Consultant Selection,,,,1.0,OP00264746,Contract Award,2023/09/14,BO-EMPODERAR-368794-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,RICHARD SILVER MENDIETA CARDENAS,,,,,Individual Consultant Selection,,,,1.0,OP00264765,Contract Award,2023/09/19,BO-EMPODERAR-368795-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
